Census_geoid,Urban_name,CUHI_day_summer,Tree Area (%),Median Income (K)
25021403300,"Boston, MA--NH--RI",0.207179396,89.76213309,110.263
25017365202,"Boston, MA--NH--RI",0.1178004038,88.32802511,127.841
25005985600,"Boston, MA--NH--RI",-0.1084227895,83.6478666,76.324
25017358600,"Boston, MA--NH--RI",0.3306637791,76.29910231,132.588
25025070900,"Boston, MA--NH--RI",0.8198808897,21.79649615,82.629
25017326101,"Boston, MA--NH--RI",-0.06456677395,81.3902157,95.648
25025020303,"Boston, MA--NH--RI",0.9503066481,3.989293399,90.893
25025030300,"Boston, MA--NH--RI",0.6313958418,3.697216785,97.591
25025120700,"Boston, MA--NH--RI",0.7756543416,28.11295708,70.493
25021400500,"Boston, MA--NH--RI",0.9323071689,67.6634289,74.045
25017382601,"Boston, MA--NH--RI",0.516893218,83.12186007,68.162
25021415101,"Boston, MA--NH--RI",0.2768352779,80.08925314,86.029
25009260302,"Boston, MA--NH--RI",0.004596737183,71.25387327,69.861
